isco4_code,isco4_label,isco2_code,isco2_label,employment_estonia,felten_aei_isco4_exposure,ilo_wp140_exposure,demirev_ai_products_exposure,felten_aei_isco4_z,ilo_wp140_z,demirev_ai_products_z,felten_aei_isco4_quintile,ilo_wp140_quintile,demirev_ai_products_quintile,ensemble_z_mean,ensemble_z_sd,n_models,top_quintile_count,bottom_quintile_count,tier_label_quintile,tier_label_ensemble,tootukassa_balance_national,tootukassa_demand_national,notes
7413,Electrical line installers and repairers ,74,Electrical & electronics trades workers,766,0.4404,0.0,0.0,-0.5783205975309237,-0.6854777735548961,-1.128111354394053,2,2,1,-0.7973032418266243,0.23797222610867377,3,0,1,Mixed,Mixed,,,
7421,Electronics mechanics and servicers,74,Electrical & electronics trades workers,1583,0.4676,0.0,0.2229,-0.4754566719791832,-0.6854777735548961,0.22497761301958608,2,2,4,-0.3119856108381644,0.38925085622560546,3,0,0,Mixed,Mixed,4.0,3.0,
7422,Information and communications technology installers and servicers,74,Electrical & electronics trades workers,655,0.4211,0.0,0.2674,-0.6513086035290339,-0.6854777735548961,0.49510977564815045,2,2,4,-0.28055886714525985,0.5486579174706175,3,0,0,Mixed,Mixed,,,
7511,"Butchers, fishmongers and related food preparers",75,"Food, wood, garment & other craft trades",1767,0.2676,0.0,0.0215,-1.2318090657419813,-0.6854777735548961,-0.9975980623375559,1,2,1,-0.9716283005448112,0.2237934935029487,3,0,2,Consensus Low,Mixed,3.0,3.0,
7512,"Bakers, pastry-cooks and confectionery makers",75,"Food, wood, garment & other craft trades",2133,0.4868,0.0,0.0769,-0.4028468421779546,-0.6854777735548961,-0.6612986958291861,3,2,2,-0.583207770520679,0.1279158715833796,3,0,0,Mixed,Mixed,3.0,3.0,
7513,Dairy-products makers,75,"Food, wood, garment & other craft trades",287,0.4103,0.0,0.0462,-0.6921516327922249,-0.6854777735548961,-0.8476595361145102,2,2,2,-0.7417629808205438,0.0749297244829046,3,0,0,Mixed,Mixed,,,
7514,"Fruit, vegetable and related preservers",75,"Food, wood, garment & other craft trades",229,0.439,0.0,0.0,-0.5836150642872634,-0.6854777735548961,-1.128111354394053,2,2,1,-0.7990680640787375,0.2363558307030346,3,0,1,Mixed,Mixed,,,
7515,Food and beverage tasters and graders,75,"Food, wood, garment & other craft trades",87,0.4266,0.0,0.1071,-0.630508912700557,-0.6854777735548961,-0.47797304838238525,2,2,2,-0.5979865782126127,0.08777938035263602,3,0,0,Mixed,Mixed,,,
7516,Tobacco preparers and tobacco products makers,75,"Food, wood, garment & other craft trades",0,0.2589,0.0,0.0716,-1.264710394870663,-0.6854777735548961,-0.693471739917532,1,2,2,-0.881219969447697,0.27118831792423914,3,0,1,Mixed,Mixed,,,|no_employment_signal
7521,Wood treaters,75,"Food, wood, garment & other craft trades",3098,0.2768,0.0,0.0,-1.1970168556288927,-0.6854777735548961,-1.128111354394053,1,2,1,-1.0035353278592807,0.22665310927004875,3,0,2,Consensus Low,Consensus Low,3.0,3.0,
7522,Cabinet-makers and related workers,75,"Food, wood, garment & other craft trades",2336,0.2928,0.0,0.0,-1.1365086641278688,-0.6854777735548961,-1.128111354394053,1,2,1,-0.9833659306922726,0.21066663131547936,3,0,2,Consensus Low,Mixed,3.0,3.0,
7523,Woodworking-machine tool setters and operators,75,"Food, wood, garment & other craft trades",1903,0.2781,0.0,0.0726,-1.1921005650694345,-0.6854777735548961,-0.6874013542404855,1,2,2,-0.8549932309549387,0.23837217549593914,3,0,1,Mixed,Mixed,4.0,3.0,
7531,"Tailors, dressmakers, furriers and hatters",75,"Food, wood, garment & other craft trades",143,0.4741,0.0,0.1755,-0.4508752191818922,-0.6854777735548961,-0.06275866807241257,2,2,3,-0.3997038869364003,0.25678609777537936,3,0,0,Mixed,Mixed,,,
7532,Garment and related pattern-makers and cutters,75,"Food, wood, garment & other craft trades",361,0.4029,0.0,0.19,-0.7201366713614485,-0.6854777735548961,0.025261924244760096,2,2,3,-0.46011750689052816,0.34350662674462173,3,0,0,Mixed,Mixed,,,
7533,"Sewing, embroidery and related workers",75,"Food, wood, garment & other craft trades",2378,0.3181,0.0,0.1755,-1.040830086316875,-0.6854777735548961,-0.06275866807241257,1,2,3,-0.5963555093147278,0.40423838534883866,3,0,1,Mixed,Mixed,,,
7534,Upholsterers and related workers,75,"Food, wood, garment & other craft trades",650,0.2267,0.0,0.1747,-1.3864831302664735,-0.6854777735548961,-0.06761497661404965,1,2,3,-0.7131919601451396,0.5387821815807742,3,0,1,Mixed,Mixed,3.0,3.0,
7535,"Pelt dressers, tanners and fellmongers",75,"Food, wood, garment & other craft trades",0,0.2106,0.0,0.235,-1.447369497964379,-0.6854777735548961,0.29842927971184735,1,2,4,-0.6114726639358092,0.7146378617739436,3,0,1,Mixed,Mixed,,,|no_employment_signal
7536,Shoemakers and related workers,75,"Food, wood, garment & other craft trades",188,0.3171,0.0,0.0278,-1.044611848285689,-0.6854777735548961,-0.9593546325721637,1,2,1,-0.896481418137583,0.15320814105477173,3,0,2,Consensus Low,Mixed,,,
7541,Underwater divers,75,"Food, wood, garment & other craft trades",21,0.2858,0.0,0.0,-1.1629809979095669,-0.6854777735548961,-1.128111354394053,1,2,1,-0.9921900419528388,0.21734501711807339,3,0,2,Consensus Low,Mixed,,,
7542,Shotfirers and blasters,75,"Food, wood, garment & other craft trades",0,0.3782,0.0,0.135,-0.8135461919911541,-0.6854777735548961,-0.3086092879927911,2,2,3,-0.6025444178462804,0.21431872740023108,3,0,0,Mixed,Mixed,,,|no_employment_signal
7543,Product graders and testers (excluding foods and beverages),75,"Food, wood, garment & other craft trades",613,0.5866,0.33,0.3281,-0.02542699769031825,0.42718628397080827,0.8635821862448659,3,4,5,0.4217804908417853,0.3629566082695385,3,1,0,Contested High,Mixed,3.0,3.0,
7544,Fumigators and other pest and weed controllers,75,"Food, wood, garment & other craft trades",23,0.3926,0.0,0.1097,-0.7590888196402326,-0.6854777735548961,-0.4621900456220646,2,2,2,-0.6355855462723977,0.12623825690806292,3,0,0,Mixed,Mixed,,,
7549,Craft and related workers not elsewhere classified,75,"Food, wood, garment & other craft trades",1416,0.4731,0.0,,-0.4546569811507062,-0.6854777735548961,,2,2,,-0.5700673773528011,0.11541039620209498,2,0,0,Mixed,Mixed,,,partial_coverage
8111,Miners and quarriers,81,Stationary plant & machine operators,417,0.2403,0.0,0.2206,-1.3350511674906034,-0.6854777735548961,0.2110157259623794,1,2,4,-0.6031710716943733,0.6338567160046015,3,0,1,Mixed,Mixed,,,
8112,Mineral and stone processing plant operators,81,Stationary plant & machine operators,219,0.2886,0.0,0.2817,-1.1523920643968875,-0.6854777735548961,0.5819162908299137,1,2,4,-0.41865118237395665,0.7327362827435726,3,0,1,Mixed,Mixed,,,
8113,Well drillers and borers and related workers,81,Stationary plant & machine operators,119,0.2925,0.0,0.0524,-1.137643192718513,-0.6854777735548961,-0.8100231449168225,1,2,2,-0.8777147037300773,0.190700466566076,3,0,1,Mixed,Mixed,,,
8114,"Cement, stone and other mineral products machine operators",81,Stationary plant & machine operators,359,0.3417,0.0,0.0738,-0.9515805038528646,-0.6854777735548961,-0.6801168914280299,2,2,2,-0.7723917229452636,0.12672450214713474,3,0,0,Mixed,Mixed,,,
8121,Metal processing plant operators,81,Stationary plant & machine operators,292,0.2814,0.0,0.1574,-1.1796207505723484,-0.6854777735548961,-0.172632648826952,1,2,3,-0.6792437243180655,0.4111248040774761,3,0,1,Mixed,Mixed,,,
8122,"Metal finishing, plating and coating machine operators",81,Stationary plant & machine operators,912,0.2993,0.0,0.0788,-1.1119272113305778,-0.6854777735548961,-0.649764963042798,1,2,2,-0.8157233159760905,0.2099546172010311,3,0,1,Mixed,Mixed,,,
8131,Chemical products plant and machine operators,81,Stationary plant & machine operators,1150,0.3489,0.0,0.2089,-0.924351817677404,-0.6854777735548961,0.13999221354093677,2,2,4,-0.4899457925637878,0.4559836407082002,3,0,0,Mixed,Mixed,,,
8132,Photographic products machine operators,81,Stationary plant & machine operators,23,0.4935,0.66,0.1894,-0.37750903698690086,1.5398503414965126,0.021619692838532326,3,5,3,0.3946536657827147,0.8260074678001671,3,1,0,Contested High,Mixed,,,
8141,Rubber products machine operators,81,Stationary plant & machine operators,340,0.2676,0.0,0.0637,-1.2318090657419813,-0.6854777735548961,-0.7414277867661984,1,2,2,-0.886238208687692,0.24542074610555822,3,0,1,Mixed,Mixed,,,
8142,Plastic products machine operators,81,Stationary plant & machine operators,935,0.3097,0.0,0.2715,-1.0725968868549125,-0.6854777735548961,0.5199983569240406,1,2,4,-0.4126921011619227,0.678183318345908,3,0,1,Mixed,Mixed,,,
8143,Paper products machine operators,81,Stationary plant & machine operators,280,0.2886,0.0,0.1614,-1.1523920643968875,-0.6854777735548961,-0.14835110611876662,1,2,3,-0.6620736480235166,0.41023194763769777,3,0,1,Mixed,Mixed,,,
8151,"Fibre preparing, spinning and winding machine operators",81,Stationary plant & machine operators,146,0.2045,0.0,0.0947,-1.4704382459741443,-0.6854777735548961,-0.5532458307777605,1,2,2,-0.903053950102267,0.40481685247707877,3,0,1,Mixed,Mixed,,,
8152,Weaving and knitting machine operators,81,Stationary plant & machine operators,94,0.2469,0.0,0.159,-1.3100915384964311,-0.6854777735548961,-0.16292003174367786,1,2,3,-0.7194964479316684,0.4689481628290489,3,0,1,Mixed,Mixed,,,
8153,Sewing machine operators,81,Stationary plant & machine operators,1229,0.3247,0.0,0.2566,-1.0158704573227026,-0.6854777735548961,0.4295496103360493,2,2,4,-0.42393287351384973,0.618392590539251,3,0,0,Mixed,Mixed,3.0,3.0,
8154,"Bleaching, dyeing and fabric cleaning machine operators",81,Stationary plant & machine operators,0,0.3536,0.0,0.0,-0.9065775364239781,-0.6854777735548961,-1.128111354394053,2,2,1,-0.9067222214576424,0.1807044316408111,3,0,1,Mixed,Mixed,,,|no_employment_signal
8155,Fur and leather preparing machine operators,81,Stationary plant & machine operators,0,,0.0,0.2883,,-0.6854777735548961,0.6219808362984197,,2,4,-0.03174846862823821,0.6537293049266579,2,0,0,Mixed,Mixed,,,partial_coverage|no_employment_signal
8156,Shoemaking and related machine operators,81,Stationary plant & machine operators,0,0.3062,0.0,0.1635,-1.0858330537457612,-0.6854777735548961,-0.1356032961969691,1,2,3,-0.6356380411658755,0.3895271896596915,3,0,1,Mixed,Mixed,,,|no_employment_signal
8157,Laundry machine operators,81,Stationary plant & machine operators,509,0.2993,0.0,0.1275,-1.1119272113305778,-0.6854777735548961,-0.354137180570639,1,2,3,-0.7171807218187043,0.3101776269346867,3,0,1,Mixed,Mixed,,,
8159,"Textile, fur and leather products machine operators not elsewhere classified",81,Stationary plant & machine operators,261,,0.0,0.0901,,-0.6854777735548961,-0.5811696048921738,,2,2,-0.633323689223535,0.05215408433136115,2,0,0,Mixed,Mixed,,,partial_coverage
8160,Food and related products machine operators,81,Stationary plant & machine operators,1604,0.3876,0.0,0.0595,-0.7779976294843025,-0.6854777735548961,-0.7669234066097932,2,2,2,-0.7434662698829974,0.04125254644959691,3,0,0,Mixed,Mixed,3.0,3.0,
8171,Pulp and papermaking plant operators,81,Stationary plant & machine operators,0,0.3124,0.66,0.1272,-1.0623861295391146,1.5398503414965126,-0.35595829627375286,1,5,3,0.04050197189454837,1.0987247823345176,3,1,1,Contested High,Mixed,4.0,3.0,|no_employment_signal
8172,Wood processing plant operators,81,Stationary plant & machine operators,2102,0.2683,0.0,0.1564,-1.2291618323638116,-0.6854777735548961,-0.1787030345039984,1,2,3,-0.6977808801409021,0.4289362394917772,3,0,1,Mixed,Mixed,3.0,3.0,
8181,Glass and ceramics plant operators,81,Stationary plant & machine operators,102,0.3189,0.0,0.3004,-1.0378046767418236,-0.6854777735548961,0.695432502990681,1,2,5,-0.3426166491020129,0.7479719661848268,3,1,1,Contested High,Mixed,,,
8182,Steam engine and boiler operators,81,Stationary plant & machine operators,545,0.4538,0.0,0.1974,-0.5276449871488164,-0.6854777735548961,0.07018277825490328,2,2,4,-0.38097999414960304,0.32546242232549377,3,0,0,Mixed,Mixed,,,
8183,"Packing, bottling and labelling machine operators",81,Stationary plant & machine operators,935,0.3206,0.0,0.159,-1.0313756813948398,-0.6854777735548961,-0.16292003174367786,2,2,3,-0.626591162231138,0.35698228583283326,3,0,0,Mixed,Mixed,3.0,3.0,
8189,Stationary plant and machine operators not elsewhere classified,81,Stationary plant & machine operators,2554,0.3381,0.0,0.2507,-0.965194846940595,-0.6854777735548961,0.3937343348414755,2,2,4,-0.4189794285513386,0.5859113449387762,3,0,0,Mixed,Mixed,3.0,3.0,
8211,Mechanical machinery assemblers,82,Assemblers,792,0.3392,0.66,0.2868,-0.9610349087748997,1.5398503414965126,0.6128752577828502,2,5,4,0.39723023016815434,1.0323061051863391,3,1,0,Contested High,Mixed,4.0,3.0,
8212,Electrical and electronic equipment assemblers,82,Assemblers,5290,0.4353,0.66,0.0872,-0.597607583571875,1.5398503414965126,-0.5987737233556083,2,5,2,0.11448967818967641,1.0078823030980608,3,1,0,Contested High,Mixed,3.0,3.0,
8219,Assemblers not elsewhere classified,82,Assemblers,3753,0.3621,0.66,0.2043,-0.8744325596890594,1.5398503414965126,0.11206843942652345,2,5,4,0.2591620737446589,0.9910996871092042,3,1,0,Contested High,Mixed,3.0,3.0,
8311,Locomotive engine drivers,83,Drivers & mobile plant operators,0,0.4116,0.0,0.1847,-0.6872353422327666,-0.6854777735548961,-0.006911119843585743,2,2,3,-0.45987474521041616,0.32029445482868946,3,0,0,Mixed,Mixed,,,|no_employment_signal
8312,"Railway brake, signal and switch operators",83,Drivers & mobile plant operators,0,0.4512,0.0,0.0,-0.5374775682677327,-0.6854777735548961,-1.128111354394053,2,2,1,-0.783688898738894,0.2509264648735537,3,0,1,Mixed,Mixed,,,|no_employment_signal
8321,Motorcycle drivers,83,Drivers & mobile plant operators,0,0.481,0.66,0.319,-0.4247810615970758,1.5398503414965126,0.8083416765837438,3,5,5,0.6411369854943936,0.8107248584022754,3,2,0,Contested High,Contested High,,,|no_employment_signal
8322,"Car, taxi and van drivers",83,Drivers & mobile plant operators,3264,0.4174,0.0,0.1313,-0.6653011228136456,-0.6854777735548961,-0.33106971499786275,2,2,3,-0.5606162037888015,0.16252275162977445,3,0,0,Mixed,Mixed,3.0,3.0,
8331,Bus and tram drivers,83,Drivers & mobile plant operators,4233,0.4987,0.0,0.0685,-0.3578438747490682,-0.6854777735548961,-0.7122899355163758,3,2,2,-0.5852038612734467,0.16113999216320435,3,0,0,Mixed,Mixed,3.0,3.0,
8332,Heavy truck and lorry drivers,83,Drivers & mobile plant operators,13448,0.4543,0.0,0.0387,-0.5257541061644094,-0.6854777735548961,-0.8931874286923581,2,2,1,-0.701473102803888,0.15042982759262347,3,0,1,Mixed,Mixed,4.0,3.0,
8341,Mobile farm and forestry plant operators,83,Drivers & mobile plant operators,2618,0.2937,0.0,0.0,-1.1331050783559362,-0.6854777735548961,-1.128111354394053,1,2,1,-0.9822314021016284,0.20984640630945747,3,0,2,Consensus Low,Mixed,3.0,3.0,
8342,Earthmoving and related plant operators,83,Drivers & mobile plant operators,3066,0.2895,0.0,0.0175,-1.1489884786249551,-0.6854777735548961,-1.0218796050457415,1,2,1,-0.9521152857418643,0.1955519344736598,3,0,2,Consensus Low,Mixed,3.0,3.0,
8343,"Crane, hoist and related plant operators",83,Drivers & mobile plant operators,666,0.4256,0.0,0.027,-0.634290674669371,-0.6854777735548961,-0.9642109411138008,2,2,1,-0.7613264631126894,0.14497497102009657,3,0,1,Mixed,Mixed,4.0,3.0,
8344,Lifting truck operators,83,Drivers & mobile plant operators,2016,0.4194,0.66,0.0585,-0.6577375988760176,1.5398503414965126,-0.7729937922868396,2,5,2,0.03637298344455179,1.064159800706976,3,1,0,Contested High,Mixed,3.0,3.0,
8350,Ships' deck crews and related workers,83,Drivers & mobile plant operators,318,0.3094,0.0,0.0125,-1.0737314154455566,-0.6854777735548961,-1.0522315334309733,1,2,1,-0.937146907477142,0.17817327887675385,3,0,2,Consensus Low,Mixed,,,
9111,Domestic cleaners and helpers,91,Cleaners & helpers,249,0.1799,0.0,0.0,-1.5634695904069684,-0.6854777735548961,-1.128111354394053,1,2,1,-1.1256862394519727,0.35844276019253285,3,0,2,Consensus Low,Consensus Low,,,
9112,"Cleaners and helpers in offices, hotels and other establishments",91,Cleaners & helpers,18584,0.1701,0.0,0.0849,-1.6005308577013455,-0.6854777735548961,-0.612735610412815,1,2,2,-0.9662480805563524,0.44948773554771676,3,0,1,Mixed,Mixed,3.0,3.0,
9121,Hand launderers and pressers,91,Cleaners & helpers,386,0.0484,0.0,0.2193,-2.0607712893060084,-0.6854777735548961,0.20312422458221915,1,2,4,-0.8477082794262284,0.9313233513759733,3,0,1,Mixed,Mixed,,,
9122,Vehicle cleaners,91,Cleaners & helpers,665,0.1381,0.0,0.1462,-1.7215472407033934,-0.6854777735548961,-0.24062096840987163,1,2,3,-0.8825486608893871,0.6204371345905505,3,0,1,Mixed,Mixed,3.0,3.0,
9123,Window cleaners,91,Cleaners & helpers,26,0.1924,0.0,0.0,-1.5161975657967934,-0.6854777735548961,-1.128111354394053,1,2,1,-1.1099288979152477,0.33938355351854044,3,0,2,Consensus Low,Consensus Low,,,
9129,Other cleaning workers,91,Cleaners & helpers,287,0.2556,0.0,0.3057,-1.2771902093677494,-0.6854777735548961,0.727605547079027,1,2,5,-0.4116874786145395,0.8410399714914054,3,1,1,Contested High,Mixed,,,
9211,Crop farm labourers,92,"Agricultural, forestry & fishery labourers",307,0.1461,0.0,0.0,-1.6912931449528814,-0.6854777735548961,-1.128111354394053,1,2,1,-1.1682940909672768,0.4116042837273049,3,0,2,Consensus Low,Consensus Low,3.0,3.0,
9212,Livestock farm labourers,92,"Agricultural, forestry & fishery labourers",1142,0.2842,0.0,0.0,-1.1690318170596692,-0.6854777735548961,-1.128111354394053,1,2,1,-0.9942069816695396,0.2189427840380725,3,0,2,Consensus Low,Mixed,3.0,3.0,
9213,Mixed crop and livestock farm labourers,92,"Agricultural, forestry & fishery labourers",372,0.2152,0.0,0.0,-1.4299733929078347,-0.6854777735548961,-1.128111354394053,1,2,1,-1.0811875069522614,0.3057447927089784,3,0,2,Consensus Low,Consensus Low,,,
9214,Garden and horticultural labourers,92,"Agricultural, forestry & fishery labourers",880,0.1149,0.0,0.0,-1.8092841183798778,-0.6854777735548961,-1.128111354394053,1,2,1,-1.2076244154429423,0.4622242748026436,3,0,2,Consensus Low,Consensus Low,3.0,3.0,
9215,Forestry labourers,92,"Agricultural, forestry & fishery labourers",510,0.2966,0.0,0.0798,-1.1221379686463757,-0.6854777735548961,-0.6436945773657516,1,2,2,-0.8171034398556745,0.21636544192156162,3,0,1,Mixed,Mixed,3.0,3.0,
9216,Fishery and aquaculture labourers,92,"Agricultural, forestry & fishery labourers",130,0.2275,0.0,0.0125,-1.3834577206914223,-0.6854777735548961,-1.0522315334309733,1,2,1,-1.0403890092257637,0.2850721378713818,3,0,2,Consensus Low,Consensus Low,,,
9311,Mining and quarrying labourers,93,"Labourers in mining, construction, manufacturing & transport",203,0.1624,0.0,0.195,-1.6296504248612134,-0.6854777735548961,0.05561385262999205,1,2,4,-0.7531714485953724,0.6896693635249443,3,0,1,Mixed,Mixed,,,
9312,Civil engineering labourers,93,"Labourers in mining, construction, manufacturing & transport",2154,0.2196,0.0,0.0157,-1.413333640245053,-0.6854777735548961,-1.032806299264425,1,2,1,-1.043872571021458,0.2972489276086854,3,0,2,Consensus Low,Consensus Low,3.0,3.0,
9313,Building construction labourers,93,"Labourers in mining, construction, manufacturing & transport",2806,0.1097,0.0,0.0,-1.8289492806177106,-0.6854777735548961,-1.128111354394053,1,2,1,-1.21417946952222,0.4707706888336844,3,0,2,Consensus Low,Consensus Low,3.0,3.0,
9321,Hand packers,93,"Labourers in mining, construction, manufacturing & transport",3859,0.1707,0.0,0.1755,-1.5982618005200573,-0.6854777735548961,-0.06275866807241257,1,2,3,-0.7821660807157887,0.6305838241901238,3,0,1,Mixed,Mixed,2.0,3.0,
9329,Manufacturing labourers not elsewhere classified,93,"Labourers in mining, construction, manufacturing & transport",5607,0.2131,0.0,0.0,-1.4379150930423439,-0.6854777735548961,-1.128111354394053,1,2,1,-1.0838347403304311,0.3087726173676114,3,0,2,Consensus Low,Consensus Low,3.0,3.0,
9331,Hand and pedal vehicle drivers,93,"Labourers in mining, construction, manufacturing & transport",0,0.326,0.0,0.4387,-1.0109541667632442,-0.6854777735548961,1.5349668421261957,2,2,5,-0.05382169939731485,1.131273763769932,3,1,0,Contested High,Mixed,,,|no_employment_signal
9332,Drivers of animal-drawn vehicles and machinery,93,"Labourers in mining, construction, manufacturing & transport",0,,0.0,0.2193,,-0.6854777735548961,0.20312422458221915,,2,4,-0.2411767744863385,0.4443009990685577,2,0,0,Mixed,Mixed,,,partial_coverage|no_employment_signal
9333,Freight handlers,93,"Labourers in mining, construction, manufacturing & transport",2958,0.3363,0.0,0.1577,-0.9720020184844603,-0.6854777735548961,-0.17081153312383812,2,2,3,-0.6094304417210649,0.33147543495446835,3,0,0,Mixed,Mixed,3.0,3.0,
9334,Shelf fillers,93,"Labourers in mining, construction, manufacturing & transport",3202,0.3736,0.0,0.2193,-0.8309422970476984,-0.6854777735548961,0.20312422458221915,2,2,4,-0.4377652820067918,0.4570517852794338,3,0,0,Mixed,Mixed,3.0,3.0,
9411,Fast food preparers,94,Food preparation assistants,1318,0.4117,0.0,0.1143,-0.6868571660358853,-0.6854777735548961,-0.4342662715076513,2,2,2,-0.6022004036994776,0.11874869893229846,3,0,0,Mixed,Mixed,3.0,3.0,
9412,Kitchen helpers,94,Food preparation assistants,4209,0.1379,0.0,0.1504,-1.722303593097156,-0.6854777735548961,-0.21512534856627674,1,2,3,-0.8743022384061097,0.6296229422395365,3,0,1,Mixed,Mixed,3.0,3.0,
9510,Street and related service workers,95,Street & related sales & service workers,155,,0.66,0.0,,1.5398503414965126,-1.128111354394053,,5,1,0.20586949355122974,1.3339808479452828,2,1,1,Contested High,Mixed,,,partial_coverage
9520,Street vendors (excluding food),95,Street & related sales & service workers,0,0.905,0.0,0.1097,1.1786860131800565,-0.6854777735548961,-0.4621900456220646,5,2,2,0.010339398001031916,0.8311597168060076,3,1,0,Contested High,Mixed,,,|no_employment_signal
9611,Garbage and recycling collectors,96,Refuse workers & other elementary workers,161,0.4355,0.0,0.2924,-0.5968512311781123,-0.6854777735548961,0.6468694175743099,2,2,5,-0.21181986238623285,0.6082620738041471,3,1,0,Contested High,Mixed,,,
9612,Refuse sorters,96,Refuse workers & other elementary workers,615,0.2352,0.0,0.6392,-1.3543381535315548,-0.6854777735548961,2.752079170373996,1,2,5,0.23742108109584828,1.7989761035015905,3,1,1,Contested High,Mixed,3.0,3.0,
9613,Sweepers and related labourers,96,Refuse workers & other elementary workers,2949,,0.0,0.0,,-0.6854777735548961,-1.128111354394053,,2,1,-0.9067945639744746,0.22131679041957847,2,0,1,Mixed,Mixed,3.0,3.0,partial_coverage
9621,"Messengers, package deliverers and luggage porters",96,Refuse workers & other elementary workers,28,0.2822,0.66,0.0,-1.1765953409972971,1.5398503414965126,-1.128111354394053,1,5,1,-0.2549521179649459,1.2692713331162124,3,1,2,Contested High,Mixed,,,
9622,Odd job persons,96,Refuse workers & other elementary workers,2993,0.3192,0.0,0.1755,-1.0366701481511795,-0.6854777735548961,-0.06275866807241257,2,2,3,-0.594968863259496,0.4027156067577956,3,0,0,Mixed,Mixed,3.0,3.0,
9623,Meter readers and vending-machine collectors,96,Refuse workers & other elementary workers,0,0.3572,0.66,0.0,-0.8929631933362477,1.5398503414965126,-1.128111354394053,2,5,1,-0.1604080687445961,1.2060908369905736,3,1,1,Contested High,Mixed,,,|no_employment_signal
9624,Water and firewood collectors,96,Refuse workers & other elementary workers,0,0.1159,0.0,,-1.805502356411064,-0.6854777735548961,,1,2,,-1.24549006498298,0.560012291428084,2,0,1,Mixed,Consensus Low,,,partial_coverage|no_employment_signal
9629,Elementary workers not elsewhere classified,96,Refuse workers & other elementary workers,2978,0.4644,0.66,0.1437,-0.48755831027938806,1.5398503414965126,-0.2557969326024876,2,5,3,0.26549836620487893,0.9060566765726965,3,1,0,Contested High,Mixed,3.0,3.0,
